word	sentid	sentpos	wlen	surp	entropy	entred
The	0	0	3	3.6612181663513184	5.634664058685303	0
renaissance	0	1	11	18.399221420288086	10.153865814208984	0
in	0	2	2	4.508321285247803	3.3808224201202393	6.773043394088745
<unk>	0	3	5	5.041613578796387	6.068385601043701	0
literature	0	4	10	10.414480209350586	7.332427501678467	0
is	0	5	2	4.3700714111328125	5.341007709503174	1.991419792175293
turning	0	6	7	15.552120208740234	7.492381572723389	0
out	0	7	3	5.069457054138184	5.012161731719971	2.480219841003418
to	0	8	2	3.4827868938446045	5.07564115524292	0
be	0	9	2	3.724393367767334	8.653840065002441	0
one	0	10	3	7.933401584625244	8.848743438720703	0
of	0	11	2	0.08381349593400955	0.6784180998802185	8.170325338840485
the	0	12	3	0.3315541744232178	2.091865301132202	0
most	0	13	4	1.3949689865112305	5.6925740242004395	0
striking	0	14	8	12.5790433883667	6.834377288818359	0
cultural	0	15	8	14.434338569641113	10.090490341186523	0
characteristics	0	16	15	8.833995819091797	9.181185722351074	0.9093046188354492
of	0	17	2	1.0344094038009644	2.8338165283203125	6.347369194030762
our	0	18	3	11.123979568481445	3.3179526329040527	0
<unk>	0	19	5	4.308020114898682	9.731192588806152	0
Whether	1	0	7	14.228830337524414	5.634664058685303	0
we	1	1	2	9.586493492126465	6.154626846313477	0
are	1	2	3	3.172882318496704	6.79713773727417	0
<unk>	1	3	5	3.696040630340576	9.007757186889648	0
the	1	4	3	5.5579752922058105	6.6649322509765625	2.342824935913086
achievements	1	5	12	16.5800724029541	10.07006549835205	0
of	1	6	2	0.1280369758605957	0.8656684160232544	9.204397082328796
the	1	7	3	1.2067903280258179	6.077744483947754	0
<unk>	1	8	5	3.2008113861083984	10.676776885986328	0
as	1	9	2	7.878490924835205	6.765135765075684	3.9116411209106445
with	1	10	4	9.732662200927734	5.389826774597168	1.3753089904785156
the	1	11	3	2.01999831199646	6.138731479644775	0
film	1	12	4	11.25285530090332	10.117774963378906	0
of	1	13	2	6.135833263397217	5.40340518951416	4.714369773864746
The	1	14	3	8.1126127243042	8.670135498046875	0
Lord	1	15	4	8.017574310302734	8.370773315429688	0.2993621826171875
of	1	16	2	2.6510798931121826	4.419711589813232	3.951061725616455
the	1	17	3	0.7954553961753845	4.6956305503845215	0
<unk>	1	18	5	2.875877857208252	8.341507911682129	0
